"Event_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","Event_day","Event_prob_protest","issue"
"UVWunion.2016-12-02.E1","2016-12-02","UVWunion","Organised","Protest","Before event day","Yes","No","No","No","No","Other","LSE cleaners protest","","protest","LSE","Fri",0.999683874773761,"pov"
"SaveSwinLibrary.2016-12-03.E1","2016-12-03","SaveSwinLibrary","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","Oppose library cuts","","read in, day of action","Highworth, Old Town","Sat",0.925209999084473,"pov"
"reclaimthepower.2016-12-09.E1","2016-12-09","reclaimthepower","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","I am Tina Too, oppose fracking, solidarity with nana","","gathering","Preston","Fri",0.770625637665073,"env"
"reclaimthepower.2016-12-12.E1","2016-12-12","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","No","Company site","Oppose coal burning","10","blockade","power station, Aberthaw, Wales","Mon",0.903192281723022,"env"
"HousingActionSL.2016-12-13.E1","2016-12-13","HousingActionSL","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","demand action on overcrowding","","action","Southwark town hall","Tue",0.991691466488794,"pov"
"CitizensUK.2016-12-13.E1","2016-12-13","CitizensUK","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Restart the rescue, children of calais","","banner, speeches","outside Parliament","Tue",0.982106738471364,"pov"
"unitetheunion.2016-12-15.E1","2016-12-15","unitetheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","NHS rally","","rally","London","Thu",0.999600346701008,"pov"
"campaigncc.2016-12-17.E1","2016-12-17","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Christmas climate change rally, Paris treaty anniversary","","rally","Hackney Town Hall Square","Sat",0.724242235041633,"env"
"unitetheunion.2016-12-17.E1","2016-12-17","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","End zero hour contracts","","demonstration, march, rally","Sheffield","Sat",0.982656234973671,"pov"
"bectu.2016-12-17.E1","2016-12-17","bectu","Organised","Strike","Before event day","No","No","No","No","No","Other","Ritzy and HPH strike, living wage","","strike","","Sat",0.890508578572966,"pov"
"ASLEFunion.2017-01-03.E1","2017-01-03","ASLEFunion","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","Oppose high rail fares","","day of action","","Tue",0.997393195289936,"pov"
"GreenpeaceUK.2017-01-06.E1","2017-01-06","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Public space","Oppose illegal air pollution","","protest, Mary Poppins blimp","outside Parliament","Fri",0.982238481829119,"env"
"frackfreelancs.2017-01-06.E1","2017-01-06","frackfreelancs","Organised","Protest","Before event day","Yes","Yes","No","No","No","Company site","Ban fracking","","road block, disrupt","Preston New Road, Cuadrilla site","Fri",0.9451722327029,"env"
"friends_earth.2017-01-07.E1","2017-01-07","friends_earth","Organised","Protest","After event","No","No","No","No","No","Unknown","Protect Sherwood, no to INEOS","300","","","Sat",0.776043713,"env"
"UVWunion.2017-01-07.E1","2017-01-07","UVWunion","Organised","Protest","Before event day","Yes","No","No","No","Yes","Company site","Oppose Harrods stealing staff tips","","protest","Harrods","Sat",0.99993746374949,"pov"
"frackfreelancs.2017-01-10.E1","2017-01-10","frackfreelancs","Organised","Protest","After event","No","No","No","No","No","Unknown","Oppose fracking","","protest","","Tue",0.996623999914432,"env"
"unitetheunion.2017-01-10.E1","2017-01-10","unitetheunion","Organised","Strike","Before event day","No","No","No","No","No","Other","BA low pay no way","","strike","","Tue",0.999999892101761,"pov"
"NASUWT.2017-01-10.E1","2017-01-10","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","New Charter Academy strike","","strike","","Tue",0.936507445632791,"pov"
"NASUWT.2017-01-10.E2","2017-01-10","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Whitehaven Academy strike",NA,"strike","","Tue",0.936507445632791,"pov"
"NASUWT.2017-01-10.E3","2017-01-10","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Tameside teachers strike",NA,"strike",NA,"Tue",0.936507445632791,"pov"
"frackfreelancs.2017-01-11.E1","2017-01-11","frackfreelancs","Organised","Protest","After event","No","Yes","No","No","No","Company site","","","stopped truck, slow walk","Cuadrilla site, Preston New Road","Wed",0.884403001866852,"env"
"keepnhspublic.2017-01-12.E1","2017-01-12","keepnhspublic","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Government ineptitude running NHS","","protest","Department of Health","Thu",0.942797998839774,"pov"
"Trump protest.2017-01-20.E1","2017-01-20","campaigncc, CNDuk, reclaimthepower","Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Embassy","Oppose Trump","","protest","US embassy","Fri",0.999999719441791,"env"
"CNDuk.2017-01-21.E1","2017-01-21","CNDuk","Participated","Protest","Before event day","Yes","No","No","No","No","Embassy","Womens March, No Trump Arms Race","1000s","march","US embassy","Sat",1,"env"
"WomensMarch.2017-01-21.E1","2017-01-21","ActionAidUK, CitizensUK, unitetheunion","Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Women's march","1000s","march","London","Sat",1,"pov"
"unisontheunion.2017-01-25.E1","2017-01-25","unisontheunion","Organised","Strike","After event","No","No","No","No","No","Other","Derby city school support staff strike","","strike","","Wed",0.928691954651711,"pov"
"Aberthaw.2017-01-28.E1","2017-01-28","CoalActionUK, reclaimthepower","Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Shut down aberthaw power station, green jobs now","100s","demonstration, march","Aberthaw, power station","Sat",0.99999999994966,"env"
"NASUWT.2017-01-31.E1","2017-01-31","NASUWT","Organised","Both","Before event day","No","No","No","No","No","Public space","NI teacher strike, strike 4 fair pay","","rally, strike","Northern Ireland","Tue",0.999978604955437,"pov"
"CNDuk.2017-02-04.E1","2017-02-04","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","Stand up to Trump","","march","US embassy to Downing street","Sat",0.999906957335983,"env"
"FocusE15.2017-02-04.E1","2017-02-04","FocusE15","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose Trump Muslim ban","","march","London","Sat",0.89849897895059,"pov"
"Coal protest outside BEIS.2017-02-08.E1","2017-02-08","CoalActionUK, friends_earth","Organised, Participated","Protest","Before event day","Yes","No","No","Yes","No","Political site","Ditch coal now","","creative demonstration, live sculpture making","outside BEIS","Wed",0.993875597775452,"env"
"pcs_union.2017-02-10.E1","2017-02-10","pcs_union","Organised","Protest","On day, before event","Yes","No","No","No","No","Company site","oppose staff being sacked by email","200","protest","EHRC office, Glasgow, Manchester, Birmingham, London","Fri",0.99997015829954,"pov"
"Trump protest.2017-02-20.E1","2017-02-20","campaigncc, friends_earth","Participated, Participated","Protest","On day, before event","Yes","No","No","No","No","Public space","Stand up to Trump","","protest","Parliament square","Mon",0.991923298699868,"env"
"1DayWithoutUs.2017-02-20.E1","2017-02-20","unisontheunion, unitetheunion","Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","1 day without us, migrant rights","","day of action","Parliament Square","Mon",1,"pov"
"EquityUK.2017-02-21.E1","2017-02-21","EquityUK","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose arts cuts","","protest","Bristol City Council Meeting","Tue",0.980749539389403,"pov"
"UVWunion.2017-02-24.E1","2017-02-24","UVWunion","Organised","Protest","Before event day","Yes","No","No","No","No","Other","hold LSE to account for not acting on homophobic hate crimes on their campus","","protest","LSE","Fri",0.99993560909506,"pov"
"GMB_union.2017-02-24.E1","2017-02-24","GMB_union","Organised","Strike","On day, before event","No","No","No","No","No","Other","Topshop worker strike","","strike","","Fri",0.896387675688694,"pov"
"Lanc fracking protest.2017-02-25.E1","2017-02-25","frackfreelancs, friends_earth","Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Company site","Don't frack Lancashire","","rally","Preston New Road","Sat",0.996644072997723,"env"
"CitizensUK.2017-02-25.E1","2017-02-25","CitizensUK","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Living wage","","protest","Adelphi hotel","Sat",0.930787288457168,"pov"
"CNDuk.2017-03-04.E1","2017-03-04","CNDuk","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Support NHS, NHS not trident","","march","","Sat",0.996280476884918,"env"
"NHS.2017-03-04.E1","2017-03-04","ASLEFunion, EquityUK, FocusE15, GMB_union, keepnhspublic, MidwivesRCM, NHSour, pcs_union, pplsassembly, theRCN, unisontheunion, unitetheunion, We_OwnIt","Participated, Participated, Participated, Organised, Organised, Organised, Organised, Participated, Organised, Participated, Participated, Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save the NHS","1000s","march","London","Sat",1,"pov"
"frackfreelancs.2017-03-08.E1","2017-03-08","frackfreelancs","Organised","Protest","After event","No","No","No","No","Yes","Unknown","","","protest","","Wed",0.958308034004293,"env"
"unitetheunion.2017-03-13.E1","2017-03-13","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","protest against historical injustice against striking miners","","demonstration","","Mon",1,"pov"
"IWGBunion.2017-03-14.E1","2017-03-14","IWGBunion","Organised","Protest","After event","No","No","No","No","No","Public space","Protest against Deliveroo conditions","","protest","Brighton","Tue",0.894373655319214,"pov"
"UVWunion.2017-03-15.E1","2017-03-15","UVWunion","Organised","Both","Before event day","No","Yes","No","No","No","Other","LSE cleaner strike","","occupation, strike","LSE","Wed",0.951512992763206,"pov"
"NASUWT.2017-03-16.E1","2017-03-16","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Ark Elvin Academy strike, potential redundancies","","strike, picket","","Thu",0.981310110166703,"pov"
"MarchAgainstRacism.2017-03-18.E1","2017-03-18","EISUnion, unisontheunion, unitetheunion","Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","March against racism","","march","Cardiff, Glasgow, London","Sat",0.999999999937737,"pov"
"bectu.2017-03-18.E1","2017-03-18","bectu","Organised","Strike","Before event day","No","No","No","No","No","Other","cinema workers strike","","strike","","Sat",0.963209651600681,"pov"
"reclaimthepower.2017-03-27.E1","2017-03-27","reclaimthepower","Organised","Protest","Before event day","No","Yes","No","No","Yes","Company site","Break the Chain, oppose fracking","","block entrance","Carnforth quarry","Mon",0.999539566610066,"env"
"planestupid.2017-03-28.E1","2017-03-28","planestupid","Organised","Protest","After event","No","Yes","No","No","No","Company site","Stop charter flights","","occupation, blockade","Stansted","Tue",0.99983888557406,"env"
"planestupid.2017-03-29.E1","2017-03-29","planestupid","Organised","Protest","After event","No","Yes","No","No","Yes","Company site","Oppose mass deportation flight","","block flight take off","Stansted","Wed",0.818902944234391,"env"
"reclaimthepower.2017-03-29.E1","2017-03-29","reclaimthepower","Organised","Protest","After event","No","No","No","Yes","No","Company site","Oppose frackers bonus","","stunt, spray champagne, throw confetti","Centrica offices","Wed",0.597717414232759,"env"
"no2sanctions.2017-03-30.E1","2017-03-30","Dis_PPL_Protest, unitetheunion","Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","No to benefit sanctions","","day of action, protest","","Thu",1,"pov"
"reclaimthepower.2017-03-31.E1","2017-03-31","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","No","Company site","Break the chain, oppose fracking","2","blockade, reinforced arm tube","Bolton fracking business, AE Yates Ltd","Fri",0.999999999999898,"env"
"pcs_union.2017-03-31.E1","2017-03-31","pcs_union","Organised","Protest","Before event day","No","No","No","No","No","Public space","pay day protests, oppose public sector pay cap","","protest","across country","Fri",0.999999997629428,"pov"
"reclaimthepower.2017-04-01.E1","2017-04-01","reclaimthepower","Organised","Protest","After event","No","No","No","Yes","No","Company site","Keep it in the ground, oppose fracking","","semi-naked protest","UK Investor Show","Sat",0.986743506455286,"env"
"radicalhousing.2017-04-01.E1","2017-04-01","radicalhousing","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","oppose housing benefits cut","","protest","outside Westminster","Sat",0.947426325607296,"pov"
"reclaimthepower.2017-04-04.E1","2017-04-04","reclaimthepower","Organised","Protest","After event","No","Yes","No","Yes","No","Company site","Break the chain, oppose fracking","3","blockade, dressed as wedding brides","St Brides PR firm","Tue",0.985506751868222,"env"
